source_store,source_product_id,source_name,source_brand,source_gtin,source_price_per_unit,source_unit,source_quantity,target_store,target_product_id,target_name,target_brand,target_gtin,target_price_per_unit,target_unit,target_quantity,candidate_bucket,lexical_score,token_score,trigram_score,same_global_gtin,unit_compatible,blocking_attributes,automated_suggestion,automated_reason,human_label,review_reason,reviewer,reviewed_at,match_version
alcampo,cf26de3e-4576-430f-b8f4-e652e9a7e02f,ACTIVIA Bifidus con trocitos de jugosa pera de Danone 4 x 120 g.,ACTIVIA,8410500008376,6.23,kg,480 g,carrefour,521029584,Bífidus con trozos de pera Danone Activia pack de 4 unidades de 120 g.,,8410500008376,6.23,kg,120 g,exact_gtin,0.664785,0.666667,0.661290,true,true,,identico,GTIN global coincidente,identico,Es el mismo producto,Ruben,2026-08-09T10:41:22.797Z,baseline_candidates_v1
consum,7155674,Tinte Nº6 Rubio Oscuro,PALETTE,8410436171014,4.79,ud,1 u,hiperdino,000000000008367822,Schwarzkopf Palette color crema tinte capilar rueco oscuro 6,,8410436171014,,,,exact_gtin,0.350317,0.363636,0.325581,true,false,,identico,GTIN global coincidente,identico,Es el mismo producto,Ruben,2026-08-09T10:41:31.112Z,baseline_candidates_v1
carrefour,prod720444,Agua micelar bifásica Garnier-Skin Active 400 ml.,,3600542098083,14.5,l,400 ml,hiperdino,000000000002101811,Garnier skin active agua micelar sensitive 400 ml,,3600542098083,,,400 ml,exact_gtin,0.799138,0.833333,0.735632,true,false,,identico,GTIN global coincidente,identico,Es el mismo producto,Ruben,2026-08-09T10:41:35.646Z,baseline_candidates_v1
ametller,2335,Salsa de aperitivos Espinaler 92ml,ESPINALER,8427230005001,24.89,l,92 ml,consum,7097244,Salsa Aperitivo,ESPINALER,8427230005001,25.54,l,92 ml,exact_gtin,0.464167,0.400000,0.583333,true,true,,identico,GTIN global coincidente,identico,Es el mismo producto,Ruben,2026-08-09T10:41:42.950Z,baseline_candidates_v1
alcampo,8238c042-55c4-453c-8d19-678314b4749c,GERBLÉ Hamburguesa de tuifù y champiñones ecológica GERBLÈ 160 g.,GERBLÉ,3175681158511,23.63,kg,160 g,hiperdino,000000000002356280,Gerble hamburguesa tofu champiñon eco 160 g,,3175681158511,,,160 g,exact_gtin,0.514545,0.400000,0.727273,true,false,bio,identico,GTIN global coincidente,identico,Es el mismo producto,Ruben,2026-08-09T10:41:48.245Z,baseline_candidates_v1
alcampo,db4a919d-dc5c-4f08-a0cd-db8b7f614fad,FINDUS Filetes de pescado de pesca sostenible (MSC) al limón con un toque de pimienta 225 g.,FINDUS,8434702002192,17.64,kg,225 g,carrefour,VC4AECOMM-740374,Filete de pescado crujiente con limón congelado Findus 225 g.,,8434702002192,20.22,kg,225 g,exact_gtin,0.503389,0.428571,0.642336,true,true,,identico,GTIN global coincidente,identico,Es el mismo producto,Ruben,2026-08-09T10:41:52.676Z,baseline_candidates_v1
alcampo,a1526167-6089-472f-9564-a42278c70cfc,FONTANEDA Digestive Galletas finas de chocolate negro 170 g.,FONTANEDA,7622210608789,15.94,kg,170 g,carrefour,prod1140267,Galletas finas con chocolate negro Digestive Fontaneda 170 g.,,7622210608789,18.18,kg,170 g,exact_gtin,0.946396,1.000000,0.846847,true,true,,identico,GTIN global coincidente,identico,Es el mismo producto,Ruben,2026-08-09T10:41:56.318Z,baseline_candidates_v1
carrefour,520660801,"Zumo de piña,manzana y uva Don Simón brik 1 l.",,8410261210100,2.05,l,1 l,consum,7082902,Zumo Piña Manzana Uva Concentrado Brik,DON SIMON,8410261210100,1.79,l,1 l,exact_gtin,0.664508,0.727273,0.547945,true,true,,identico,GTIN global coincidente,identico,Es el mismo producto,Ruben,2026-08-09T10:41:59.713Z,baseline_candidates_v1
consum,7471444,Agua Micelar Waterproof Aminoacid Complex,NIVEA,4005900496331,12.5,l,400 ml,hiperdino,000000000002093987,Nivea agua micelar bifásica micellair professional 400 ml,,4005900496331,,,400 ml,exact_gtin,0.332153,0.363636,0.273684,true,false,,identico,GTIN global coincidente,identico,Es el mismo producto,Ruben,2026-08-09T10:42:10.365Z,baseline_candidates_v1
carrefour,530363168,Leche solar activadora del bronceado FP 30 Protege & Broncea Nivea Sun 200 ml.,,4005808433599,77.7,l,200 ml,consum,7355402,Protector Solar FP 30 Protege y Broncea,NIVEA,4005808433599,74.8,l,200 ml,exact_gtin,0.526802,0.500000,0.576577,true,true,,identico,GTIN global coincidente,identico,Es el mismo producto,Ruben,2026-08-09T10:42:13.440Z,baseline_candidates_v1
carrefour,VC4AECOMM-700656,Postre lácteo panna cotta sabor a mango Nestlé La Lechera sin gluten pack de 4 unidades de 100 g.,,8435257074290,4.97,kg,100 g,consum,7479439,Panna Cotta Sabor Mango,LA LECHERA,8435257074290,4.98,kg,400 gr,exact_gtin,0.521001,0.571429,0.427350,true,true,sin_gluten,identico,GTIN global coincidente,identico,Es el mismo producto,Ruben,2026-08-09T10:42:16.435Z,baseline_candidates_v1
ametller,1086,Pimiento rojo al horno Casa Nita 250g,CASA NITA,8436625350046,18.76,kg,250 g,bonarea,13*2628,Pimiento rojo,,,3.95,kg,,lexical_compatible,0.571429,0.571429,0.571429,false,true,,comparable,Candidato léxico con unidad compatible,no_relacionado,Producto diferente,Ruben,2026-08-09T11:57:16.340Z,baseline_candidates_v1
mercadona,63151,Palitos de merluza a la romana Hacendado ultracongelados,,8480000631510,5.5,kg,,alcampo,8566a678-fb7b-4101-a090-914594259586,AUCHAN Centros de merluza ultracongelados 400 g. Producto Alcampo,PRODUCTO ALCAMPO,,11.38,kg,400 g,lexical_compatible,0.582181,0.571429,0.602151,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:57:42.717Z,baseline_candidates_v1
sorli,240528,Bocadito Gato Buey 415 Gr,TANDY,,1.76,kg,415 gr,plusfresc,019383,"Comida para gato humeda bocadito con buey TANDY, 415 g",TANDY,,2.38,kg,415 g,lexical_compatible,0.605797,0.666667,0.492754,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:44:00.626Z,baseline_candidates_v1
aldi,601794600,Torreznos de cerdo adobado,SUN SNACKS®,,12.5,kg,100 g,carrefour,607902388,Torreznos de cerdo Carrefour 250 g,,,11.56,kg,250 g,lexical_compatible,0.826250,0.800000,0.875000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:44:10.725Z,baseline_candidates_v1
condis,506108,MERMELADA LA VIEJA FÁBRICA DIET NARANJA AMARGA 300 G,LA VIEJA FÁBRICA,,9.63,kg,300 g,dia,181197,Mermelada de naranja amarga diet La vieja fabrica 290 g,La vieja fábrica,,10.17,kg,290 g,lexical_compatible,0.975253,1.000000,0.929293,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:44:20.954Z,baseline_candidates_v1
bonarea,13*0091968,Licor de Crema Catalana Teichenné,,,8.79,l,,consum,684936,Licor de Crema Catalana,MELODY,8410837822195,13.84,l,0.7 l,lexical_compatible,0.837143,0.857143,0.800000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:44:30.748Z,baseline_candidates_v1
aldi,601230300,Fideo mediano,CUCINA®,,1.5,kg,500 g,mercadona,6256,Fideo mediano Hacendado,,8480000062567,1.6,kg,,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:44:36.832Z,baseline_candidates_v1
sorli,2779,Elixir Bucal Encías 500ml,KEMPHOR,,6.98,l,500 ml,esclat,73fdacbf-8535-4a56-bb53-46f8dac021b1,LISTERINE Elixir bucal encías,LISTERINE,,11.9,l,500 ml,lexical_compatible,0.826374,0.857143,0.769231,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:44:43.799Z,baseline_candidates_v1
sorli,207833,Tasty Shreds Carnes 4x80g,FELIX,,8.59,kg,320 g,consum,7446073,Comida Húmeda Gatos Tasty Shreds carne,FELIX,7613287371133,8.72,kg,320 gr,lexical_compatible,0.437612,0.400000,0.507463,false,true,,revisar,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:45:59.670Z,baseline_candidates_v1
aldi,25700,Masa de hojaldre con mantequilla,LA COCINA®,,5.17,kg,230 g,carrefour,prod720318,Masa de hojaldre con mantequilla Carrefour 230 g.,,,5.48,kg,230 g,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:46:04.147Z,baseline_candidates_v1
plusfresc,024318,"Refresco de limón SCHWEPPES, 25 cl",SCHWEPPES,,2.44,l,25 cl,bonarea,13*0097163,Refresco limón Schweppes botella,,,1.2,l,,lexical_compatible,0.968182,1.000000,0.909091,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:46:07.840Z,baseline_candidates_v1
plusfresc,004092,"Aceite de oliva virgen ROMANICO, 500 ml",ROMANICO,,11.9,l,500 ml,aldi,156500,Aceite de oliva virgen,OLEARIA DEL OLIVAR®,,4.15,l,3 l,lexical_compatible,0.839599,0.857143,0.807018,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:46:16.126Z,baseline_candidates_v1
sorli,19668,Patatas Campesinas 150g,LAY´S,,13.67,kg,150 g,consum,7394950,Patatas Campesinas Bolsa,LAY'S,8410199023070,11.67,kg,150 gr,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:46:19.459Z,baseline_candidates_v1
dia,179570,Galletas rellenas de chocolate maxi choc Principe 250 g,Principe,,10.76,kg,250 g,plusfresc,021812,"Galletas rellenas de chocolate maxi choc PRÍNCIPE, 250 g",PRINCIPE DE BEUKELAER,,11,kg,250 g,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:46:23.101Z,baseline_candidates_v1
aldi,537300,Corazones de alcachofa al natural,ALL SEASONS®,,10.23,kg,175 g,mercadona,11958,Corazones de alcachofa Hacendado,,8402001030864,8.776,kg,,lexical_compatible,0.804746,0.800000,0.813559,false,true,,comparable,Candidato léxico con unidad compatible,comparable,c,Ruben,2026-08-09T10:46:26.643Z,baseline_candidates_v1
consum,7177843,Mini Pimientos Dulces,,8423230001340,11.27,kg,150 gr,mercadona,69490,Pimientos verdes dulces freír,,8428949001018,15,kg,,lexical_compatible,0.578836,0.571429,0.592593,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:46:41.921Z,baseline_candidates_v1
ametller,2760,Bebida de avena matcha Ametller Origen 1l,AMETLLER ORIGEN,8436622683376,1.69,l,1 l,sorli,245874,Bebida De Avena Barista Matcha 1l,YOSOY,,2.49,l,1 l,lexical_compatible,0.743056,0.750000,0.730159,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:46:47.533Z,baseline_candidates_v1
bonarea,13*0086623,Yogur surtido de sabores Danone paq. 8 u. de 120 g,,,2.07,kg,8 u,aldi,681500,Yogur de sabores,MILSANI®,,1.15,kg,1500 g,lexical_compatible,0.588670,0.571429,0.620690,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:46:57.474Z,baseline_candidates_v1
aldi,600948702,Pulled chicken,LA COCINA®,,9.07,kg,550 g,ametller,58874,Chicken Curry Hey Pulled 250g,HEY PULLED,736372851161,25.16,kg,250 g,lexical_compatible,0.650000,0.666667,0.619048,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:47:01.258Z,baseline_candidates_v1
mercadona,69156,Perejil,,8437006276597,0.75,ud,,sorli,98415,Perejil Bolsa,,,0.69,ud,,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:47:03.754Z,baseline_candidates_v1
plusfresc,006140,"Ambientador eléc. flores elegantes AMBI-PUR, recambio 21.5ml",AMBI-PUR,,185.58,l,21.5 ml,dia,230756,Recambio ambientador eléctrico flores elegantes Ambipur 1 unidad,Ambipur,,285.24,l,,lexical_compatible,0.636134,0.571429,0.756303,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:47:08.651Z,baseline_candidates_v1
alcampo,585f2d89-71dd-48cc-a805-1e440ae89006,SAL COSTA Sal de alta cocina para hornear 2 kg.,SAL COSTA,,1.38,kg,2 kg,dia,215055,Sal de alta cocina para hornear Costa 2 kg,Costa,,1.1,kg,2 kg,lexical_compatible,0.991463,1.000000,0.975610,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:47:11.151Z,baseline_candidates_v1
aldi,525500,Masa de pizza,CUCINA®,,5.87,kg,230 g,sorli,206306,Masa Pizza 330gr.,BUITONI,,8.45,kg,330 gr,lexical_compatible,0.935185,1.000000,0.814815,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:47:13.481Z,baseline_candidates_v1
esclat,0ba43b86-d617-456f-b9bd-a6cc9b2fe669,BICENTURY Barritas de cereales y chocolate blanco,BICENTURY,,29.08,kg,0.12 kg,mercadona,73249,Barritas de cereales y chocolate blanco Hacendado,,8480000732491,12.205,kg,,lexical_compatible,0.889734,0.888889,0.891304,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:47:17.885Z,baseline_candidates_v1
alcampo,60b31d3c-9006-48ae-b885-e7e59589b857,"AUCHAN Pizza fresca Romana, cocida en horno de piedra 410 g. Producto Alcampo",PRODUCTO ALCAMPO,,6.73,kg,410 g,esclat,af6586bc-cac8-4fe0-bf6d-dbda60e62757,BONPREU Pizza al horno de piedra de atún,BONPREU,,6.91,kg,0.375 kg,lexical_compatible,0.553333,0.600000,0.466667,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:47:24.972Z,baseline_candidates_v1
consum,7448376,Albahaca Tarro Cristal,CARMENCITA,8413700009266,140.6,kg,16 gr,condis,721135,ALBAHACA CARMENCITA CRISTAL 16 G,CARMENCITA,,96.88,kg,16 g,lexical_compatible,0.788085,0.800000,0.765957,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:47:30.333Z,baseline_candidates_v1
bonarea,13*8466,Patatas fritas sin sal añadida con aceite de oliva,,,10,kg,,carrefour,538001708,Patatas fritas en aceite de oliva sin sal Bonilla 150 g.,,,26.6,kg,150 g,lexical_compatible,0.806715,0.833333,0.757282,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:47:34.058Z,baseline_candidates_v1
consum,7097298,Chipirones Rellenos en Aceite Girasol Lata,CONSUM,8414807516824,35,kg,70 gr,esclat,47a3f2fa-be79-451c-ac42-e380a34d433d,BONPREU Chipirones rellenos en aceite de girasol,BONPREU,,31.25,kg,0.072 kg,lexical_compatible,0.987037,1.000000,0.962963,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:47:38.213Z,baseline_candidates_v1
ametller,59155,Beicon gran selección La Selva,LA SELVA,,16.77,kg,,sorli,16113,Gran Bacon Seleccion,LA SELVA,,17.99,kg,,lexical_compatible,0.604762,0.571429,0.666667,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:47:42.967Z,baseline_candidates_v1
esclat,ba7d762e-16de-49d0-b000-2c6d6bf907cd,TRUE FRUITS Smoothie Yellow,TRUE FRUITS,,11.16,l,0.25 l,plusfresc,032299,"Smoothie yellow 100% natural TRUE FRUITS, 25 cl",TRUE FRUITS,,11.16,l,25 cl,lexical_compatible,0.780000,0.800000,0.742857,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:47:46.888Z,baseline_candidates_v1
dia,289335,Aceitunas aliñadas receta del cortijo Sarasa 185 g,Sarasa,,11.62,kg,185 g,bonarea,13*0090854,Aceitunas receta andaluza Sarasa,,,5.24,kg,,lexical_compatible,0.652083,0.666667,0.625000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:47:51.521Z,baseline_candidates_v1
plusfresc,040739,"Croissant CAL MOLINÉ, 2 unidades",CAL MOLINÉ,,17.33,kg,,consum,7454382,Croissant Nutella 4 Unidades,NUTELLA,8000500413654,13.21,kg,340 gr,lexical_compatible,0.582540,0.571429,0.603175,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:47:58.788Z,baseline_candidates_v1
carrefour,799398266,Colorete 160 Accord Perfect Le blush L'Oréal 1 ud.,,,19.19,ud,1 ud,consum,7284149,Colorete Accord Perfect N 160,L'OREAL,3600522774570,12.99,ud,1 u,lexical_compatible,0.765455,0.800000,0.701299,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:48:01.101Z,baseline_candidates_v1
alcampo,537bc30e-485a-41e8-91c2-e746a930bafe,HELIOS Confitura natural de higo negro 330 g.,HELIOS,,9.85,kg,330 g,condis,506172,PURAFRUTA HELIOS HIGO NEGRO 250 G,HELIOS,,10.36,kg,250 g,lexical_compatible,0.626087,0.666667,0.550725,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:48:05.714Z,baseline_candidates_v1
mercadona,8356,Solomillos de pollo Halal,,8436533102454,8,kg,,condis,15174,SOLOMILLOS DE PECHUGA POLLO 400 G,SIN MARCA,,10.5,kg,400 g,lexical_compatible,0.683333,0.666667,0.714286,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:48:07.986Z,baseline_candidates_v1
bonarea,13*1815,Carne picada de vacuno,,,11.65,kg,,dia,261239,Carne picada de vacuno Selección de Dia 500 g,Selección de Dia,,11.38,kg,500 g,lexical_compatible,0.821077,0.857143,0.754098,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:48:16.805Z,baseline_candidates_v1
sorli,80449,Mascarilla Tesoros Miel 340ml,ORIGINAL REMEDIES,,14.68,l,340 ml,condis,906067,MASCARILLA ORIGINAL REMEDIES TESOROS MIEL 340 ML,ORIGINAL REMEDIES,,14.7,l,340 ml,lexical_compatible,0.734559,0.750000,0.705882,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:48:20.896Z,baseline_candidates_v1
consum,318840,Galletas Creme Tropical,GULLON,8410376002454,4.31,kg,800 gr,sorli,17137,Galletas Creme Tropical 800g,GULLON,,4.49,kg,800 g,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:48:51.794Z,baseline_candidates_v1
ametller,59125,Broqueta de pollo y verduras Ametller Origen - 3uds.,AMETLLER ORIGEN,,16.5,kg,3 uds,plusfresc,034425,"Menestra de verduras ORIGEN, 250 g",ORIGEN,,11.96,kg,250 g,lexical_compatible,0.572944,0.571429,0.575758,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:49:00.452Z,baseline_candidates_v1
mercadona,13916,Paletilla de cordero entera congelada,,8436541400283,16.9,kg,,alcampo,6220df60-4ad4-4beb-be12-1d065263c5eb,Paletilla entera de cordero,CORDERO RECENTAL NACIONAL,,24.99,kg,825 g,lexical_compatible,0.845378,0.857143,0.823529,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:49:05.737Z,baseline_candidates_v1
plusfresc,017102,"Bifrutas Tropical PASCUAL, 1 l",PASCUAL,,2.39,l,1 l,dia,115780,Bifrutas tropical Pascual 1 L,Pascual,,2.45,l,1 l,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:49:08.389Z,baseline_candidates_v1
dia,231212,Agua de colonia gotas frescas Instituto Español 750 ml,Instituto Español,,11.8,l,750 ml,carrefour,653301967,Agua de colonia Gotas Frescas Instituto Español 750 ml.,,8411047149072,11.8,l,750 ml,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:49:10.722Z,baseline_candidates_v1
carrefour,842200634,"Vino tinto crianza Ramón Bilbao D.O.Ca. Rioja 37,5 cl.",,8413423112021,7.19,ud,37.5 cl,alcampo,395ec8fc-e8bf-42cc-8230-2ddb3d0b884d,RAMÓN BILBAO  Vino  tinto crianza con D.O. Ca. Rioja botella 75 cl.,RAMÓN BILBAO,,9.7,ud,75 cl,lexical_compatible,0.970833,1.000000,0.916667,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:49:16.277Z,baseline_candidates_v1
carrefour,prod310245,Croquetas de jamón ibérico 295 g,,8431876330212,14.92,kg,295 g,consum,7094704,Croquetas de Jamón Ibérico,CASA MAS,8437007140859,13.18,kg,280 gr,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:49:18.797Z,baseline_candidates_v1
carrefour,prod370468,Preparado para tortitas Royal 120 g.,,,14.33,kg,120 g,alcampo,94968425-1ed0-4da8-8f75-3cc5956ec2fd,ROYAL Preparado para tortitas 120 g.,ROYAL,7622201720742,10.67,kg,120 g,lexical_compatible,0.966129,1.000000,0.903226,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:49:22.061Z,baseline_candidates_v1
dia,267140,Quinoa con verduras  Dia Al Punto 400 g,Dia Al Punto,,4.98,kg,400 g,consum,7442523,Quinoa con Verduras Manzana y Curry,CARLOTA,8437015941233,8.54,kg,350 gr,lexical_compatible,0.580384,0.571429,0.597015,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:49:27.250Z,baseline_candidates_v1
alcampo,b9b2edd8-69a0-4746-b2ed-2e4d33f4faa1,AUCHAN Tarrina de sorbete de limón con trocitos de limón 1 l. Producto Alcampo,PRODUCTO ALCAMPO,3596710548477,2.3,l,1 l,consum,7025203,Tarrina Sorbete de Limón,CONSUM,8414807100153,2.4,l,1000 ml,lexical_compatible,0.842027,0.857143,0.813953,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:49:30.415Z,baseline_candidates_v1
ametller,19151,Agua mineral Solan de cabras 500ml,SOLAN DE CABRAS,8411547001061,1.6,l,500 ml,carrefour,520661019,Agua mineral Solan de Cabras 33 cl.,,8411547000156,2.18,l,33 cl,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:49:32.486Z,baseline_candidates_v1
dia,79155,Salsa barbacoa Dia Salseo 360 g,Dia Salseo,,3.28,kg,360 g,carrefour,prod860523,Salsa barbacoa Carrefour envase 400 g.,,3560071203306,3.27,kg,400 g,lexical_compatible,0.843077,0.800000,0.923077,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:49:34.755Z,baseline_candidates_v1
alcampo,3d6caeb1-3516-47bf-b58a-37b021c8cec2,HOHES C Concentrado de sabor a fruta sin azúcar 65 ml.,HOHES C,4048517813078,92.15,l,65 ml,esclat,af5b9448-113a-4c07-8025-4b689da90181,PULCO Concentrado de limón sin azúcar en botella,PULCO,,5.73,l,0.7 l,lexical_compatible,0.473504,0.444444,0.527473,false,true,,revisar,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:49:39.223Z,baseline_candidates_v1
consum,7428126,Cóctel de Fritos Doy Pack,BORGES,8410148501819,8.61,kg,180 gr,carrefour,VC4AECOMM-740920,Cóctel de frutos secos sin sal añadida Medina doy pack 125 g.,,,21.2,kg,125 g,lexical_compatible,0.453976,0.400000,0.554217,false,true,,revisar,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:52:29.195Z,baseline_candidates_v1
esclat,56d47b16-14c5-4634-9572-a4d9883b6f8d,ARLA Queso rallado proteico light,ARLA,,19.71,kg,175 g,alcampo,cb297ecd-1515-49c9-b5c0-647e58ff0532,ARLA Queso rallado light para pizza con alto contenido de proteína 175 g.,ARLA,5711953167690,18.57,kg,175 g,lexical_compatible,0.603883,0.615385,0.582524,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:55:41.784Z,baseline_candidates_v1
alcampo,0028999f-5262-4ad2-b6ee-144a3f32f85e,PRODUCTO ALCAMPO Mermelada de arándanos y frambuesa sin azúcares añadidos Diet 350 gr.,PRODUCTO ALCAMPO,,7.11,kg,350 gr,ametller,11005,Mermelada de frambuesa 0% azucares añadidos Ametller Origen 200g,AMETLLER ORIGEN,8436607857662,14.95,kg,200 g,lexical_compatible,0.694678,0.727273,0.634146,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:55:48.629Z,baseline_candidates_v1
mercadona,13944,Refresco sin gas de naranja Hacendado,,8402001035210,0.767,l,,carrefour,520660606,"Refresco de naranja Carrefour sin gas botella 1,5 l.",,3560070579129,0.77,l,1.5 l,lexical_compatible,0.963793,1.000000,0.896552,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:55:55.197Z,baseline_candidates_v1
bonarea,13*0092785,Panela pulverizada Gourmet latino,,,3.9,kg,,alcampo,ac725926-2382-4ead-aa6b-787a54d2d9b3,GOURMET LATINO Panela pulverizada 500 g.,GOURMET LATINO,,4.06,kg,500 g,lexical_compatible,0.970000,1.000000,0.914286,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:56:02.761Z,baseline_candidates_v1
condis,506188,MERMELADA LA FAGEDA FRUTOS ROJOS 230 G,LA FAGEDA,,13.7,kg,230 g,plusfresc,023815,"Mermelada con frutos rojos LA FAGEDA, 230 gramos",LA FAGEDA,,13.69,kg,,lexical_compatible,0.798313,0.800000,0.795181,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:56:06.293Z,baseline_candidates_v1
esclat,f7b6f584-402b-4312-a156-02c73301471b,L'OR Cápsulas de café de caramelo,L'OR,,0.44,ud,,dia,306439,Cápsulas de café caramelo Dia Arom'arte 10 unidades,Dia Arom'arte,,0.24,ud,,lexical_compatible,0.658333,0.666667,0.642857,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:56:14.299Z,baseline_candidates_v1
carrefour,842200646,Cerveza Ambar Radler Lager premium limón lata 33 cl.,,,2.88,l,33 cl,alcampo,ae6c5cee-2a01-4558-9fb3-127ebc2c5714,AMBAR RADLER  Cerveza y limón botella 33 cl.,AMBAR,,3.76,l,33 cl,lexical_compatible,0.772778,0.800000,0.722222,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:56:18.220Z,baseline_candidates_v1
